light,temp,open
0,0.290897059,0
0,0.292073529,0
0,0.292073529,0
0,0.29325,0
0,0.292073529,0
0,0.306191176,0
0,0.308544118,0
0,0.308544118,0
0,0.307367647,0
0,0.306191176,0
0,0.308544118,0
0,0.308544118,0
0,0.307367647,0
0,0.309720588,0
0,0.310897059,0
0,0.308544118,0
0,0.308544118,0
0,0.309720588,0
0,0.307367647,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.308544118,0
0,0.309720588,0
0,0.310897059,0
0,0.310897059,0
0,0.307367647,0
0,0.309720588,0
0,0.308544118,0
0,0.308544118,0
0,0.307367647,0
0,0.309720588,0
0,0.309720588,0
0,0.307367647,0
0,0.308544118,0
0,0.308544118,0
0,0.308544118,0
0,0.306191176,0
0,0.308544118,0
0,0.308544118,0
0,0.308544118,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.310897059,0
0,0.307367647,0
0,0.308544118,0
0,0.308544118,0
0,0.306191176,0
0,0.306191176,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.307367647,0
0,0.307367647,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.309720588,0
0,0.306191176,0
0,0.309720588,0
0,0.307367647,0
0,0.310897059,0
0,0.308544118,0
0,0.309720588,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.310897059,0
0,0.312073529,0
0,0.310897059,0
0,0.309720588,0
0,0.310897059,0
0,0.309720588,0
0,0.307367647,0
0,0.309720588,0
0,0.310897059,0
0,0.310897059,0
0,0.309720588,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.308544118,0
0,0.310897059,0
0,0.310897059,0
0,0.309720588,0
0,0.309720588,0
0,0.310897059,0
0,0.307367647,0
0,0.308544118,0
0,0.308544118,0
0,0.307367647,0
0,0.308544118,0
0,0.309720588,0
0,0.310897059,0
0,0.310897059,0
0,0.307367647,0
0,0.307367647,0
0,0.309720588,0
0,0.310897059,0
0,0.309720588,0
0,0.310897059,0
0.0000576,0.312073529,1
0.0000576,0.312073529,1
0.0000576,0.310897059,1
0.0001152,0.31325,1
0.0000576,0.312073529,1
0.0001152,0.312073529,1
0.0001152,0.307367647,1
0.0001152,0.310897059,1
0.0001152,0.309720588,1
0.0001152,0.309720588,1
0.0001152,0.310897059,1
0.0001152,0.312073529,1
0.0001152,0.309720588,1
0.0000576,0.308544118,1
0.0001152,0.309720588,1
0.0000576,0.310897059,1
0.0000576,0.308544118,1
0.0000576,0.308544118,1
0.0000576,0.307367647,1
0.0000576,0.310897059,1
0.0000576,0.308544118,1
0.0000576,0.309720588,1
0.0000576,0.310897059,1
0.0000576,0.308544118,1
0.0000576,0.310897059,1
0.0000576,0.308544118,1
0.0000576,0.309720588,1
0.0000576,0.312073529,1
0.0000576,0.308544118,1
0.0000576,0.309720588,1
0.0000576,0.308544118,1
0.0000576,0.307367647,1
0.0000576,0.308544118,1
0.0000576,0.308544118,1
0.0000576,0.309720588,1
0.0000576,0.308544118,1
0.0000576,0.308544118,1
0.0000576,0.306191176,1
0,0.307367647,0
0,0.308544118,0
0,0.308544118,0
0,0.309720588,0
0,0.306191176,0
